7.32744,0,47.3227,43.6,28.7592,33.0832,6.45829,-102.48,0.00751628,28.7592,60,32.2277,43.0613,-17.3122,3.6709,5.45903,33.0832,0.01,0.01,35,725.376,17.6971,2
2.23446,0,39.394,42.85,4.57637,-99900,17.6302,-102.54,0.00165042,4.57637,46,4.62076,26.7851,-19.4052,0.956395,60.5447,-99900,0.002,0.002,48,928.21,19.4287,0
1.43603,0,25.0924,42.2,18.7274,31.075,17.4735,-102.14,0.00277566,16.6755,59.5,29.4518,38.6073,-17.0714,1.72621,21.7871,31.075,0.007,0.007,32,841.281,17.1585,4
3.97377,0,44.1673,40.97,22.1369,35.7141,11.1147,-102.04,0.00210117,22.1369,58,26.4201,36.7125,-21.022,-0.929681,3.84132,27.5398,0.003,0.003,26,992.924,21.0425,4
1.86134,0,19.424,39.95,22.3926,28.8288,10.4355,-102.06,0.004537,22.3926,63,27.7929,39.3181,-18.5273,5.89423,3.69441,28.8288,0.004,0.005,36,586.289,19.4423,4
5.23383,5,68.4632,39.23,38.5811,72.996,13.0809,-101.29,0.00976583,30.1492,64,42.6524,40.9094,-18.5285,-1.45848,9.63048,72.996,0.007,0.00999998,49,1159.06,18.5858,1
3.6023,18,51.3858,38.57,49.4396,79.6527,14.2647,-101.83,0.00456864,49.4396,66.5,50.9379,33.5745,-20.3268,4.28181,15.9086,79.6527,0.005,0.005,28,1161.95,20.7729,2
3.22631,0,29.9333,38.2,5.54472,4.04832,9.27787,-102.38,0.00201832,4.85085,52.5,10.4861,26.7321,-17.2819,9.40307,86.3167,-99900,0.001,0.002,50,633.617,19.6744,0
3.58064,0,37.0242,36.93,9.27561,-99900,10.3401,-100.19,0.00411121,9.27561,44,4.52071,26.1257,-11.2684,-2.22109,8.20203,-99900,0.002,0.004,51,855.769,11.4852,0
3.17483,0,28.0047,36.11,42.858,55.7242,8.82085,-100.45,0.00227981,17.4854,63.5,30.0754,36.0353,-20.5961,0.917738,56.7169,28.813,0.002,0.002,13,631.685,20.6165,4
4.34564,51,37.389,35.29,57.3928,96.0311,8.6038,-101.42,0.00566202,48.0868,68,57.3235,42.9702,-20.7537,-1.4819,44.4741,96.0311,0.009,0.009,40,663.559,20.8066,1
1.76029,61,20.6449,34.73,50.2072,79.7411,11.7281,-101.19,0.00929359,50.2072,64,62.4639,49.239,-15.2372,8.26445,23.2089,79.7411,0.007,0.009,47,592.084,17.3342,1
2.45568,7,21.1152,43.8,35.9352,93.2107,8.5985,-102.15,0.00643007,35.9352,67.5,41.3076,50.8247,-10.9487,6.3063,5.53888,63.2497,0.014,0.014,85,468.452,12.635,1
3.46206,12,32.7083,43.22,31.7243,58.827,9.44765,-102.32,0.0054216,31.7243,61,46.3895,45.3326,-17.8237,6.36264,22.8411,58.827,0.007,0.006,86,856.735,18.9253,2
11.3726,119,68.2964,42.27,56.3251,94.9419,6.00536,-102.19,0.00727998,36.5189,67.5,49.8785,51.7684,-14.7013,-0.766427,34.1868,79.2066,0.006,0.007,79,798.782,14.7212,2
2.34083,0,22.5655,41.27,31.3575,60.9721,9.63995,-102.02,0.0030859,12.7411,57.5,19.461,39.1993,-16.5901,3.04794,8.88458,3.79139,0.007,0.007,58,661.628,16.8678,4
1.77513,0,19.4384,40.48,48.6976,86.5023,10.9504,-101.84,0.00842377,19.8308,61,29.9414,38.6597,-10.6142,11.9987,0.0965271,23.4526,0.009,0.009,36,650.037,16.0197,1
4.36385,0,34.4184,39.95,-99900,-99900,7.88716,-102.09,0.00251337,-99900,41.5,3.36119,22.6512,-99900,-99900,169.866,-99900,0.00499999,0.003,91,584.357,-99900,0
2.70214,0,59.7752,39.11,11.593,16.279,22.1214,-102.19,0.00444674,11.593,58.5,22.4329,33.9548,-17.7942,1.31794,41.7668,16.279,0.004,0.004,92,1735.69,17.8429,2
5.76722,26,53.105,38.92,33.6842,68.8954,9.20808,-101.68,0.00842824,33.6842,63.5,50.3474,41.208,-17.3068,1.90735,177.388,68.8954,0.018,0.018,93,817.134,17.4116,2
3.48799,0,39.6877,38.01,24.0125,39.8032,11.3784,-101.85,0.00228235,6.58365,52.5,18.4754,28.0859,-20.3748,1.43722,29.7661,14.6582,0.002,0.003,69,948.494,20.4254,0
3.19715,12,41.4555,37.46,60.8235,99.3984,12.9664,-100.21,0.0153564,35.7739,64.5,53.0062,43.8175,-17.4007,1.00493,172.852,67.0156,0.017,0.017,51,1445.92,17.4297,1
3.32398,0,25.4715,37.49,12.4912,7.58706,7.66295,-101.96,0.00262572,5.5252,51.5,15.346,29.767,-16.463,-3.10504,29.2076,7.58706,0.003,0.003,75,572.767,16.7533,0
2.65778,0,23.1188,37.44,3.32093,-99900,8.69855,-102.26,0.00133734,1.21271,46,5.09588,28.3491,-18.0211,6.01652,25.306,-99900,0.002,0.002,88,555.381,18.9989,0
1.7681,0,23.3506,36.8,19.3694,38.3862,13.2066,-100.31,0.00291879,11.5117,51,19.7634,36.0883,-17.2994,-0.864257,108.773,9.34647,0.004,0.004,81,776.567,17.3209,4
2.07145,65,44.2118,36.09,47.2226,84.7184,21.3434,-101.53,0.00426395,45.4705,70,50.9501,35.0328,-19.7656,1.49589,52.6487,84.7184,0.009,0.009,82,1838.07,19.8221,1
3.49882,6,34.5701,35.18,37.5451,65.423,9.88051,-101.29,0.00996444,37.5451,64,41.8133,44.6958,-11.3574,4.96889,9.4155,65.423,0.018,0.015,84,757.25,12.3968,1
2.20517,0,21.595,35.09,41.9521,90.1973,9.7929,-100.93,0.0140402,26.9906,63,40.311,50.8408,-8.5912,4.0279,49.9785,44.7046,0.007,0.014,77,606.572,9.48856,1
2.46775,4,23.5619,43.74,38.9024,73.4771,9.54793,-101.98,0.00747402,30.4688,63.5,38.8354,45.7926,-19.1296,8.58526,6.59555,60.6789,0.01,0.007,86,668.389,20.9678,1
4.1397,0,41.0562,42.85,20.7404,36.9966,9.91767,-102.05,0.00312566,12.23,58,20.3523,39.7155,-14.2788,3.10102,43.851,8.8679,0.004,0.004,127,1149.4,14.6117,4
4.4442,0,38.3172,42.05,20.3188,35.8055,8.62184,-102.45,0.00341248,14.5038,59,18.376,43.1689,-12.3825,5.68531,168.696,18.5368,0.007,0.005,128,849.008,13.6253,2
3.59871,0,33.1914,41.8,27.757,53.8981,9.22315,-101.88,0.00444593,15.1232,60,24.9906,44.0849,-19.151,-0.983716,13.0867,7.23206,0.004,0.004,104,767.874,19.1762,0
3.57064,0,26.8736,41.55,15.2326,19.0954,7.52628,-102.69,0.0016992,10.0355,55,18.3569,39.1462,-18.0923,0.704077,33.0495,-99900,0.007,0.007,129,604.641,18.106,0
4.10068,24,40.5985,40.91,48.6976,86.5023,9.90044,-101.69,0.0020448,36.2506,62,44.379,41.6305,-12.2463,-0,34.8391,72.539,0.007,0.007,36,935.937,12.2463,1
12.1994,6,100.01,40.05,36.7193,62.9342,8.19794,-102.02,0.0126369,36.7193,63.5,37.5111,44.7897,-11.0433,3.39809,172.617,62.9342,0.011,0.013,136,1775.29,11.5543,2
3.0067,0,53.9011,40.16,9.42021,15.7624,17.927,-101.2,0.00509839,9.01303,56.5,19.169,35.3146,-16.3093,-3.17318,66.1838,-99900,0.007,0.007,137,845.145,16.6151,4
1.44584,0,17.1141,39.52,32.5301,63.1014,11.8368,-101.56,0.0162572,27.4713,62.5,35.8325,48.7208,-12.9954,5.90232,59.3062,42.9634,0.016,0.016,99,603.675,14.273,1
3.65567,0,35.4536,39.08,10.856,-99900,9.69825,-102.35,0.00261647,10.856,50,11.1114,33.8409,-9.79305,6.01979,3.39212,-99900,0.00499999,0.00499999,100,797.817,11.4953,0
3.60964,0,45.2526,38.69,19.8255,22.3836,12.5366,-101.77,0.0120854,19.8255,60,27.3566,34.4221,-18.4877,1.51924,22.8856,22.3836,0.018,0.012,142,1165.82,18.55,2
2.20528,1,24.3915,38.41,42.7461,78.9419,11.0605,-100.32,0.00221895,19.1712,64.5,26.3716,33.9837,-19.2745,-6.23881,141.305,62.337,0.003,0.003,123,791.055,20.259,4
1.78577,0,19.6628,38.36,22.2248,50.8899,11.0108,-102.29,0.00153388,16.1654,54.5,21.0558,30.4213,-20.4105,3.29345,117.401,22.2316,0.002,0.002,134,675.15,20.6746,4
2.90901,0,27.207,37.81,39.7932,74.7902,9.35267,-102.24,0.00311936,21.1049,57,33.4847,40.7158,-16.3554,3.16026,13.9189,39.7137,0.003,0.003,88,735.034,16.6579,4
3.27945,0,45.6243,37.95,1.07283,-99900,13.9122,-100.74,0.00182433,1.07283,38.5,-99900,19.7288,-99900,-99900,107.853,-99900,0.006,0.006,143,758.215,-99900,1
1.48623,48,21.1422,37.75,64.6925,99.2238,14.2254,-100.14,0.0150127,64.6925,66,58.5079,46.3933,-14.4208,-1.5408,67.5734,99.2238,0.018,0.015,111,896.336,14.5029,1
1.69544,0,19.0451,37.07,30.0446,58.4915,11.2331,-101.47,0.0013612,19.0455,55,31.5238,33.8682,-20.4105,1.57733,81.3984,39.7284,0.001,0.001,135,674.184,20.4714,4
1.59835,0,15.6597,36.91,38.8697,73.4283,9.79739,-100.26,0.00459647,16.072,55.5,29.6479,41.0996,-11.0579,4.30545,59.4441,21.5491,0.005,0.00499999,113,470.383,11.8665,4
1.71326,0,38.0854,36.52,4.366,-99900,22.2298,-101.67,0.00141816,4.366,49.5,6.60234,29.8575,-19.5006,6.3965,169.082,-99900,0.005,0.003,139,1089.51,20.5229,4
1.51088,0,38.2918,36.28,-99900,-99900,25.3441,-100.06,0.00107284,-99900,38,2.30234,26.9687,-17.6261,3.1093,106.267,-99900,0.004,0.003,141,2332.6,17.8983,0
3.22091,1,46.1193,35.61,31.0217,63.3678,14.3187,-100.68,0.0111859,31.0217,63,43.8873,44.9056,-13.0647,4.43267,37.8253,50.2785,0.012,0.012,103,1356.09,13.7961,1
1.79093,72,16.2813,35.25,92.3092,100,9.09095,-101.15,0.0100202,51.4299,68,66.4425,52.5635,-8.16422,3.19546,46.7954,100,0.016,0.00999999,126,463.622,8.76729,1
2.58255,97,20.1769,35.15,64.0021,100,7.81279,-100.58,0.00891177,41.3478,66.5,66.5828,50.2221,-11.0441,1.13168,79.9393,95.2208,0.009,0.009,114,484.872,11.1019,1
5.74878,0,41.487,34.89,10.6852,-99900,7.21666,-102.01,0.00332735,10.6852,44.5,4.07992,24.2714,-9.36268,11.5046,27.8624,-99900,0.003,0.003,144,684.809,14.8329,0
3.67658,0,87.3935,43.36,27.8621,49.2345,23.7703,-101.91,0.00629192,27.8621,60,37.478,40.1861,-17.4859,5.36237,15.3071,49.2345,0.008,0.008,166,2270.78,18.2896,2
2.23529,0,20.3694,42.8,-99900,-99900,9.11266,-101.55,0.0015717,-99900,39,1.59544,27.781,-21.1507,0.90682,35.887,-99900,0.003,0.002,184,467.486,21.1702,0
7.2492,0,59.3554,42.22,21.7928,44.8134,8.18786,-102.26,0.00464842,21.7928,66,34.2739,40.5953,-18.1791,7.06011,7.78746,44.8134,0.011,0.005,192,1019,19.5019,2
3.69131,0,24.8912,41.76,11.0564,-99900,6.74318,-101.42,0.00341381,11.0564,53.5,9.59667,38.1135,-15.7593,3.22347,19.9558,-99900,0.004,0.004,193,481.008,16.0856,0
2.93895,0,33.0779,41.13,33.8507,69.3822,11.255,-101.77,0.00597735,14.5757,56,24.6062,43.7853,-15.1031,2.98347,76.0649,17.1335,0.006,0.006,145,629.753,15.395,4
3.62009,0,37.0165,40.77,16.88,19.4784,10.2253,-101.29,0.00207099,16.88,56,25.1951,39.2684,-19.7393,1.38952,10.7618,19.4784,0.004,0.004,194,644.242,19.7881,4
3.27589,35,32.794,39.95,38.9979,74.7703,10.0107,-101.59,0.0153061,38.9979,68.5,54.8914,47.4072,-14.0209,3.14665,74.1021,74.7703,0.015,0.015,195,869.292,14.3696,1
5.50854,0,48.9748,39.51,31.8574,67.0448,8.89071,-102.13,0.0141311,12.6753,58.5,16.739,44.2548,-16.4878,9.51676,25.716,10.5859,0.015,0.014,188,1197.69,19.0373,2
2.47509,0,75.8864,39.26,31.9274,31.0582,30.6601,-101.39,0.00840734,31.9274,61,27.9842,36.2926,-20.067,-4.20998,41.2059,31.0582,0.017,0.008,189,2434.02,20.5038,1
3.52489,0,25.2061,38.87,17.4712,37.7716,7.15089,-102.32,0.00246584,17.4712,59.5,32.692,45.6176,-14.7483,5.57299,173.788,37.7716,0.007,0.003,196,537.995,15.7661,2
5.40773,0,48.2102,38.16,21.0313,28.0947,8.91506,-102.43,0.0014099,21.0313,53,23.8376,39.6976,-15.967,2.76769,1.38097,28.0947,0.003,0.003,197,713.785,16.2051,2
3.7264,12,40.3237,38.35,32.8873,60.2568,10.8211,-102.1,0.00763691,32.8873,59,45.2799,42.8438,-19.4359,7.95336,21.4393,60.2568,0.011,0.008,198,806.509,21.0002,1
3.08356,48,25.8068,38.2,66.2153,100,8.36916,-100.09,0.0187562,63.5554,67,61.2662,45.3374,-10.3759,0.0332934,45.2611,100,0.018,0.019,111,591.118,10.3759,1
2.67512,0,32.8467,37.88,6.40205,-99900,12.2786,-99.6,0.00739969,2.2752,53,7.58653,34.0419,-13.6535,4.69456,11.2514,-99900,0.01,0.007,169,553.449,14.438,4
5.60475,0,42.0504,37.59,6.90143,-99900,7.50263,-101.73,0.000706121,6.90143,46,8.43944,25.8237,-21.3762,0.0491767,105.704,-99900,0.002,0.002,199,465.554,21.3762,0
2.08398,0,28.2565,36.55,10.6298,-99900,13.5589,-99.92,0.00169734,10.6298,50.5,15.2351,35.0376,-19.9593,4.80358,44.7125,-99900,0.002,0.002,180,629.753,20.5292,4
3.13395,0,53.1047,35.63,21.3806,46.1277,16.945,-101.35,0.0138617,21.3806,59,37.9752,37.4334,-17.1745,5.48963,159.548,46.1277,0.017,0.017,200,1167.75,18.0305,2
4.00787,10,25.2666,35.46,32.1061,66.2186,6.30424,-101.69,0.00634066,32.1061,63.5,45.4829,47.002,-99900,-99900,32.5616,66.2186,0.012,0.012,201,494.53,-99900,2
4.70786,99,47.2354,35.47,99.7949,100,10.0333,-100.75,0.00923469,70.853,69.5,68.9518,50.9229,-10.8242,3.34437,58.667,100,0.012,0.009,181,958.153,11.3291,1
12.8827,267,76.8983,33.72,58.9571,100,5.96911,-102.95,0.00379381,52.764,67,70.8747,53.4076,-3.9896,7.59112,16.3834,97.5908,0.004,0.004,191,1202.52,8.57566,2
2.12966,0,26.1693,43.81,-99900,-99900,12.288,-102.14,0.00386485,-99900,40,1.46364,33.7297,-16.1257,7.35182,93.1966,-99900,0.008,0.006,254,664.525,17.7225,0
2.32497,0,23.1945,43.84,29.6274,57.6804,9.97627,-101.51,0.00497005,23.5003,60,28.3313,43.3608,-20.5163,4.82387,128.538,38.0087,0.008,0.006,166,544.756,21.0758,0
2.02841,0,20.3383,43.51,-99900,-99900,10.0267,-102.01,0.000950192,-99900,42,1.61222,33.8953,-15.7797,-0.664624,46.4637,-99900,0.004,0.002,249,594.982,15.7937,0
3.20788,0,35.8558,42.88,40.3674,75.6211,11.1774,-101.74,0.00418839,5.94924,59,22.8103,41.9789,-13.5411,13.9992,4.36034,-99900,0.00999999,0.006,214,960.084,19.4767,4
1.78717,0,27.4473,42.27,-99900,-99900,15.358,-101.92,0.00248371,-99900,49.5,5.46989,33.9064,-16.7752,10.4392,70.8487,-99900,0.006,0.005,255,1243.09,19.7582,4
6.06505,10,159.278,39.76,21.4284,73.1777,26.2616,-101.62,0.0127666,21.4284,64,45.0074,47.3666,-15.5276,3.64254,19.8383,73.1777,0.019,0.019,256,3286.89,15.9491,2
4.76115,0,99.062,39.91,24.2825,46.0662,20.8063,-101.43,0.0105644,24.2825,65,32.1203,42.9246,-18.3532,-0.00397948,26.0924,46.0662,0.018,0.013,257,1197.69,18.3532,2
4.85001,0,28.1531,39.16,-99900,-99900,5.80475,-99.33,0.000827366,-99900,33,1.00265,26.4939,-13.6661,-1.86242,101.207,-99900,0.003,0.001,251,472.315,13.7924,0
3.19048,0,30.7307,38.72,66.2153,100,9.632,-100,0.00310107,14.9744,60,30.0508,36.6504,-13.4045,0.025924,83.7166,15.6376,0.003,0.003,111,683.843,13.4045,1
3.00903,0,57.7689,38.39,17.0498,25.632,19.1985,-99.48,0.00797463,8.63146,57.5,21.5759,30.0522,-16.5346,4.25076,61.1625,-99900,0.007,0.008,230,2534.47,17.0722,1
3.23145,6,23.8901,37.61,32.4693,62.9929,7.39299,-101.86,0.00238441,27.914,63,39.7011,39.8977,-12.7765,6.86171,176.217,62.9929,0.003,0.002,212,516.746,14.5025,4
2.32392,0,23.5569,37.03,9.21747,-99900,10.1367,-99.69,0.00311951,9.18398,52,16.224,36.9807,-11.0632,8.60726,54.6801,-99900,0.005,0.003,242,677.082,14.0171,4
2.56321,0,34.3998,36.53,16.86,46.4181,13.4206,-101.04,0.00121512,3.85012,54.5,14.9817,30.056,-12.9147,8.62478,171.767,0.715179,0.004,0.002,220,1275.93,15.5299,4
4.24265,0,49.4154,36.54,27.9672,54.5509,11.6473,-100.23,0.00371509,18.3604,55.5,25.9701,41.8356,-14.3422,1.80567,63.281,30.5003,0.006,0.004,217,1292.35,14.4554,4
1.53046,25,19.7487,35.91,39.0952,66.6058,12.9038,-100.41,0.00754146,39.0952,60.5,48.1583,49.0833,-7.83584,3.32984,88.8835,66.6058,0.01,0.01,258,712.819,8.514,1
7.24441,29,48.9271,35.61,42.3383,71.9462,6.75377,-101.62,0.00962818,42.3383,64,46.2466,48.7951,-11.6923,4.01157,43.646,68.0964,0.016,0.01,221,716.683,12.3613,2
2.49358,16,42.6135,35.65,41.0391,69.5238,17.0893,-100.8,0.00822772,41.0391,63.5,45.6441,42.9661,-12.643,2.33812,117.865,69.5238,0.011,0.00899999,252,921.449,12.8573,1
4.56038,3,64.8367,34.5,29.0235,57.5484,14.2174,-102.21,0.00597966,29.0235,62,45.1297,47.0334,-17.0222,13.2248,3.35966,57.5484,0.008,0.008,259,1807.16,21.5558,2
6.62123,78,56.9351,33.46,77.1598,100,8.59887,-102.62,0.00555167,52.0799,68,67.1054,49.5642,-2.95884,10.4279,17.8468,96.5388,0.007,0.006,234,1248.88,10.8395,2
2.76093,0,22.8296,45.85,-99900,-99900,8.26881,-102.07,0.000673013,-99900,35.5,-99900,25.654,-11.2513,-11.6662,65.5394,-99900,0.001,0.001,1,566.227,16.2078,0
4.40773,0,57.0171,45.75,9.5789,-99900,12.9357,-94.7,0.00235285,1.04927,56.5,20.0691,36.2246,-10.7993,2.62742,104.25,-99900,0.003,0.003,72,1622.03,11.1144,4
6.29956,0,22.3262,45.6,-99900,-99900,3.54409,-97.23,0.000814071,-99900,28.8331,1.05559,19.1286,-99900,-99900,63.7227,-99900,0.001,0.001,136,209.82,-99900,0
7.44209,0,31.6126,45.6,-99900,-99900,4.24781,-98.62,0.00479608,-99900,37,-99900,26.0875,-18.7575,2.48669,174.184,-99900,0.006,0.006,153,268.263,18.9216,0
15.6481,0,99.8732,45.23,-99900,-99900,6.38245,-96.11,0.00155691,-99900,38.5,1.43697,26.3744,-18.2541,-2.8175,117.879,-99900,0.011,0.005,137,1405.51,18.4702,0
1.8241,0,18.5159,45.25,-99900,-99900,10.1507,-104.34,0.000511851,-99900,30.5,-99900,26.4251,-0.929029,-6.76841,44.0283,-99900,0.001,0.001,91,537.485,6.83187,0
2.41636,0,21.2481,44.81,-99900,-99900,8.79342,-97.63,0.00424579,-99900,35.5,1.29741,27.5649,-16.4463,2.82341,152.142,-99900,0.004,0.004,93,531.736,16.6869,0
4.90001,0,26.5422,44.79,-99900,-99900,5.41676,-96.59,0.00116879,-99900,32.5,-99900,26.6876,-99900,-99900,111.874,-99900,0.002,0.002,121,411.018,-99900,0
4.60686,0,18.9348,44.75,1.89754,-99900,4.11013,-94.51,0.00219115,1.89754,48,5.44108,33.5482,-18.1794,0.063999,112.14,-99900,0.003,0.002,154,188.742,18.1796,4
4.21015,0,21.1088,44.7,-99900,-99900,5.01379,-93.75,0.00566412,-99900,32,-99900,24.3204,-18.3529,8.41302,121.657,-99900,0.006,0.006,139,320,20.1893,0
1.8192,0,9.5081,44.58,-99900,-99900,5.22654,-104.01,0.000976145,-99900,41.5,1.35973,35.7125,-9.10779,-7.1801,93.2221,-99900,0.001,0.001,155,153.293,11.5977,0
7.94069,0,31.3624,44.5,6.77428,-99900,3.94958,-94.05,0.00415077,6.77428,55,13.4294,34.3851,-17.2936,6.46531,147.081,-99900,0.011,0.004,140,379.401,18.4626,4
3.72333,0,21.0632,44.36,-99900,-99900,5.65709,-93.58,0.00257881,-99900,38,-99900,24.5483,-99900,-99900,146.551,-99900,0.004,0.003,156,366.946,-99900,0
1.95106,0,11.8459,44.05,1.26207,-99900,6.07152,-103.56,0.00131474,1.25566,53.5,5.38472,43.4935,-7.30591,-7.11798,164.255,-99900,0.002,0.002,11,221.317,10.2001,4
1.49488,0,14.4684,43.97,-99900,-99900,9.67863,-102.56,0.00194595,-99900,39.5,1.14041,28.6773,-99900,-99900,75.6389,-99900,0.00599999,0.00599999,142,391.856,-99900,0
2.10251,0,19.7572,43.92,-99900,-99900,9.39698,-97.67,0.00137864,-99900,43,3.51047,36.2562,-8.3043,13.5401,1.04288,-99900,0.005,0.001,143,463.712,15.8838,0
6.26414,0,20.8483,43.93,-99900,-99900,3.3282,-99.03,0.00149397,-99900,29,-99900,25.2874,-99900,-99900,105.739,-99900,0.002,0.002,144,198.323,-99900,0
2.30981,0,26.2995,43.79,-99900,-99900,11.386,-102.87,0.00263137,-99900,38.5,1.16939,26.7276,-12.6545,-9.72349,136.174,-99900,0.009,0.009,145,566.227,15.9587,0
3.06795,0,21.3348,43.54,-99900,-99900,6.9541,-96.12,0.00370335,-99900,47.5,3.38992,39.7299,-18.9551,7.42633,41.9856,-99900,0.004,0.004,42,441.676,20.3579,0
2.89275,0,19.3066,43.56,-99900,-99900,6.67414,-103.5,0.00435839,-99900,45,1.9778,28.9479,-8.75055,-6.29171,97.2981,-99900,0.004,0.004,146,340.12,10.7777,0
